提供機關名稱,資料集名稱,瀏覽次數,下載次數,資料集評分,上架日期
行政院環境保護署,焚化廠基本資料,"2,757",493,,2013/07/29
行政院環境保護署,焚化廠營運月報,"2,556",477,,2013/08/08
行政院環境保護署,焚化廠營運年報,"2,300",371,100,2013/08/08
行政院環境保護署,焚化廠空污監測資料,"2,855",609,,2013/08/08
行政院環境保護署,焚化廠底渣原始檢測資料,"2,649",381,,2013/10/02
行政院環境保護署,環境教育設施場所認證資料,"4,323",453,,2013/07/29
行政院環境保護署,環境教育機構認證資料,"2,475",359,,2013/07/29
行政院環境保護署,環境檢驗測定機構許可資料,"7,377",517,100,2013/07/29
行政院環境保護署,機動車輛測定機構許可資料,"2,347",361,,2013/07/29
行政院環境保護署,區域性地下水水質測站位置圖,"3,760",637,,2013/08/08
行政院環境保護署,全國飲用水水源水質保護區範圍圖,"8,107","1,571",100,2013/08/08
行政院環境保護署,交通噪音監測站位置圖,"4,435",569,,2013/08/08
行政院環境保護署,空氣污染防制區範圍圖,"6,352",918,100,2013/08/23
行政院環境保護署,空氣品質區範圍圖,"5,996","1,226",100,2013/08/08
行政院環境保護署,環境噪音監測站位置圖,"3,102",439,,2013/08/08
行政院環境保護署,土壤319公頃_調查區一公頃範圍圖,"3,205",457,,2013/08/23
行政院環境保護署,土壤319公頃_一公頃一採樣點位置圖,"3,036",397,,2013/08/23
行政院環境保護署,土壤污染管制區範圍圖,"7,341","1,061",100,2013/08/23
行政院環境保護署,垃圾掩埋場位置圖,"6,388","1,258",80,2013/09/26
行政院環境保護署,垃圾掩埋場復育場址位置圖,"5,397",685,,2013/09/26
行政院環境保護署,垃圾掩埋場範圍圖,"5,331",732,,2013/09/26
行政院環境保護署,焚化爐廠區範圍圖,"2,829",570,,2013/09/26
行政院環境保護署,公害陳情案件分佈位置圖,"5,992",820,40,2013/09/27
行政院環境保護署,公害陳情警示區域範圍圖,"3,682",543,80,2013/09/27
行政院環境保護署,環保專案摘要資料,"2,757",335,100,2013/09/24
行政院環境保護署,區域性地下水水質監測井基本資料,"9,735","1,412",100,2013/09/17
行政院環境保護署,水庫水質監測點基本資料,"3,296",786,100,2013/09/17
行政院環境保護署,海域水質監測點基本資料,"2,601",615,,2013/09/17
衛生福利部國民健康署,癌症發生統計,"45,847","7,465",100,2014/04/20
經濟部工業局,遊戲軟體分級,"5,173","1,069",100,2013/11/29
經濟部貿易調查委員會,反傾銷稅案件之產業損害調查處理情形,"2,759",348,,2013/10/03
文化部文化資產局,文資局文化景觀,"6,053","2,029",20,2013/10/03
經濟部加工出口區管理處,加工出口區近年進出口貿易值,"3,559",663,80,2013/10/07
行政院農業委員會,全國休閒農業區旅遊資訊,"7,412","2,506",40,2015/03/24
勞動部勞工保險局,國民年金保險被保險人應負擔保險費金額表,"3,536",345,,2013/10/07
勞動部勞工保險局,勞保局出版品,"2,773",570,,2013/10/07
行政院公共工程委員會,採購專業人員訓練班代訓機構招生中開課清單,"3,324",287,60,2013/10/07
行政院公共工程委員會,近1年工程採購案廠商於同一機關得標20件以上之廠商及機關名,"2,784",178,100,2013/10/08
行政院公共工程委員會,優良廠商名單,"12,113","2,187",40,2013/10/08
衛生福利部國民健康署,各醫院癌症資源中心,"4,863",636,40,2014/03/31
行政院農業委員會,來到農村住一晚-休閒農場住宿資訊,"7,367","1,735",80,2015/03/30
行政院農業委員會,全國漁會產品資訊,"2,654",356,,2013/03/21
勞動部勞動力發展署,微型創業鳳凰諮詢顧問名單,"6,440",679,,2013/10/09
行政院,行政院院會決議,"2,912",295,,2013/10/09
行政院,行政院即時新聞,"4,358",854,,2013/10/09
行政院,行政院消費者保護會-消費者保護新聞稿,"2,503",291,,2013/10/09
行政院,行政院消費者保護會-消費資（警）訊,"2,883",398,,2013/10/09
國立自然科學博物館,國立自然科學博物館展示資源,"2,351",210,100,2013/10/09
國立自然科學博物館,國立自然科學博物館最新消息,"2,381",212,100,2013/10/09
國立公共資訊圖書館,公共圖書館統計,"10,323",768,100,2013/10/09
國軍退除役官兵輔導委員會,退輔會全球資訊網站最新消息,"4,997",186,,2013/10/09
國軍退除役官兵輔導委員會,退輔會福壽山農場網站最新消息,"2,150",145,,2013/10/09
行政院主計總處,家庭收支調查-家庭收支重要指標,"4,855",849,,2013/10/09
國軍退除役官兵輔導委員會,退輔會102年度榮民服務處進修訓練課程資訊,"2,096",135,,2013/10/15
中央銀行,火焚、污破損新臺幣券幣鑑定暨兌換作業,"2,544",159,100,2013/10/15
中央銀行,國際投資部位統計,"2,580",173,,2013/10/15
經濟部投資業務處,與我國簽署投資保障(證)協定國家一覽表,"2,525",280,,2013/10/17
經濟部國際貿易局,海外服務業會展商情,"5,226",499,,2013/10/17
經濟部智慧財產局,專利案件數量統計,"7,293",645,80,2013/10/17
經濟部智慧財產局,商標案件數量統計,"2,432",259,,2013/10/17
經濟部智慧財產局,商標專有名詞中英對照,"2,843",219,,2013/10/17
經濟部礦務局,進口砂石裝卸量統計表,"6,340",851,80,2013/10/17
經濟部水利署,水利署疏濬資訊(2013年9月以後),"4,924","15,796",100,2017/09/12
經濟部能源局,已開業加氣站分布情況,"3,435",484,100,2013/10/17
經濟部能源局,澎湖低碳島電動機車充電站位置,"4,746",325,80,2013/10/17
經濟部能源局,節能績優獎,"2,790",202,100,2013/10/17
國家通訊傳播委員會,垃圾郵件攔阻數據統計,"2,707",377,,2013/10/17
國家通訊傳播委員會,第二類電信業者名單及其營業項目,"7,060",568,20,2013/10/17
國家通訊傳播委員會,無線調頻(FM)廣播電臺頻率及發射機位址,"2,972",257,20,2013/10/17
國家通訊傳播委員會,無線調幅(AM)廣播電臺頻率及發射機位址,"3,405",242,,2013/10/17
勞動部勞工保險局,勞工退休金服務電話,"2,020",299,,2013/10/18
勞動部勞工保險局,勞工保險局積欠工資墊償當年各月墊償統計資料,"2,996",337,20,2013/10/18
勞動部勞動基金運用局,新制勞工退休基金歷年最近月份收益率,"5,207","1,671",100,2013/10/18
經濟部國際貿易局,產證簽發單位相關資訊,"3,862",425,100,2013/10/23
國立自然科學博物館,國立自然科學博物館學習資源,"2,222",176,100,2013/10/23
國立公共資訊圖書館,國立公共資訊圖書館期刊訂閱一覽表,"2,592",271,,2013/10/23
國立公共資訊圖書館,國立公共資訊圖書館獎助博碩士論文,"2,723",323,100,2013/10/23
國立公共資訊圖書館,國立公共資訊圖書館聽視障資訊中心館藏目錄清單,"2,848",592,,2013/10/23
國立科學工藝博物館,國立科學工藝博物館遺失物資訊,"1,870",170,,2013/10/23
衛生福利部國民健康署,乳房X光攝影認證醫療機構,"3,728",315,,2014/04/20
公平交易委員會,公平會101年度案件處理統計,"2,008",157,,2013/10/23
公平交易委員會,公平會101年收辦案件-按性質別統計,"2,549",219,,2013/10/23
公平交易委員會,公平會101年收辦案件辦結率統計,"1,969",167,,2013/10/23
公平交易委員會,公平會101年檢舉案處理結果,"2,135",155,,2013/10/23
公平交易委員會,公平會101年檢舉者及被檢舉者身分類別結構,"1,847",171,,2013/10/23
公平交易委員會,公平會101年被檢舉者行業別結構,"1,901",128,,2013/10/23
公平交易委員會,公平會101年涉及公平交易法之檢舉案件行為態樣統計,"2,044",224,,2013/10/23
公平交易委員會,公平會101年檢舉案處分件數統計-按違反公平交易法行為別分,"1,643",163,,2013/10/23
公平交易委員會,公平會101年請釋案處理概況,"1,736",154,,2013/10/23
公平交易委員會,公平會101年請釋者身分類別結構,"1,879",236,,2013/10/23
經濟部,優良市集,"4,938",485,100,2013/10/25
經濟部,綠色市集,"3,560",446,100,2013/10/25
經濟部,認證名攤,"3,683",399,60,2013/10/25
國立科學工藝博物館,國立科學工藝博物館推廣教育活動訊息,"2,293",314,100,2013/10/25
衛生福利部統計處,醫院病床統計,"47,785","6,246",60,2013/10/25
衛生福利部統計處,醫院人力統計,"7,677",928,40,2013/10/25
衛生福利部統計處,醫院科別統計,"6,598",793,100,2013/10/25
衛生福利部統計處,診所人力統計,"3,846",441,100,2013/10/25
衛生福利部統計處,診所科別統計,"16,294","2,538",100,2013/10/25
文化部,藝文活動-所有類別,"6,076","1,820",100,2013/10/25
僑務委員會,華文教師回國研習班參加人數,"2,094",126,,2013/10/25
僑務委員會,各項海外青年研習活動人數,"1,856",116,,2013/10/25
僑務委員會,北美地區海外民俗文化種子教師培訓班培訓人數,"1,686",116,,2013/10/25
僑務委員會,獲得學行優良僑生獎學金人數(按學年度別分)統計,"2,106",121,,2013/10/25
僑務委員會,海外華人人數,"4,042",355,,2013/10/25
僑務委員會,清寒僑生工讀補助人次(按學年度別分)統計,"2,025",142,,2013/10/25
僑務委員會,僑務委員會自行編製(印)華文教材,"1,997",189,,2013/10/25
僑務委員會,海外華裔青（少）年暑期研習營人數,"1,638",115,,2013/10/25
僑務委員會,海外華文教師研習會參加人數,"1,900",138,,2013/10/25
僑務委員會,海外數位學習經營管理人員研習班參加人數,"2,005",142,,2013/10/25
國家發展委員會,"4-1 都市計畫區面積與人口數","4,916",510,,2013/10/29
國家發展委員會,"4-2 都市計畫區土地使用分區面積","3,051",313,,2013/10/29
國家發展委員會,"4-3 非都市土地使用分區面積","2,580",218,,2013/10/29
國家發展委員會,"4-4 非都市土地使用編定面積","2,192",242,,2013/10/29
國家發展委員會,"6-6-1 水資源開發建設－主要水庫壩堰","1,872",244,,2013/10/29
國家發展委員會,"5-1 國家公園設置情形","3,948",238,,2013/10/29
國家發展委員會,"5-2 自然保留區及野生動物保護區設置情形","2,274",172,,2013/10/29
國家發展委員會,"5-3 國家風景特定區設置情形","2,424",158,,2013/10/29
國家發展委員會,"6-6-2 自來水普及率及用水量","3,849",334,,2013/10/29
國家發展委員會,"6-8-1 用電量","3,868",486,,2013/10/29
國家發展委員會,"6-3-1 公路長度與面積","2,001",170,,2013/10/29
國家發展委員會,"6-3-2 交通費用、汽車數及機車數","3,424",464,20,2013/10/29
國家發展委員會,"5-5 觀光旅館分布","3,482",401,,2013/10/29
國家發展委員會,國內主要觀光遊憩據點遊客人數,"4,247",579,100,2013/10/29
國家發展委員會,"6-5-1 醫師數及病床數","3,508",394,,2013/10/29
國家發展委員會,醫師數及病床數按主要都市分,"2,010",199,,2013/10/29
國家發展委員會,"6-5-2 老人長期照護、養護及安養機構","5,976",579,40,2013/10/29
國家發展委員會,"6-1-1 歷年住宅投資","2,518",157,60,2013/10/29
國家發展委員會,"6-1-3 住宅支出","2,184",160,,2013/10/29
國家發展委員會,"6-1-2 住宅狀況","2,304",194,,2013/10/29
國家發展委員會,整合住宅補貼資源實施方案補貼申請,"2,546",148,,2013/10/29
國家發展委員會,"6-2-2 空氣污染之測定結果","2,589",268,60,2013/10/29
國家發展委員會,"6-2-3 垃圾清運處理狀況","2,163",221,,2013/10/29
國家發展委員會,"6-2-4 重要河川污染情形","2,158",201,,2013/10/29
國家發展委員會,"6-2-5 污水處理率","2,286",197,20,2013/10/29
國家發展委員會,刑案件數、道路交通事故、火災發生次數及消防設備,"3,589",370,,2013/10/29
國家發展委員會,"2-1 教育程度","2,214",191,,2013/10/29
國家發展委員會,"2-2 各級學校數","1,979",207,,2013/10/29
國家發展委員會,"6-7-2 藝文展演活動統計","2,705",197,,2013/10/29
國家發展委員會,"8-1 各縣市政府歲入決算數","2,202",214,,2013/10/29
國家發展委員會,"8-2 各縣市政府歲出決算數","3,637",229,100,2013/10/29
國家發展委員會,"7-1 平均每戶全年經常性收入及支出","2,973",295,,2013/10/29
國家發展委員會,"7-2 平均每戶可支配所得、消費支出及儲蓄","3,307",439,,2013/10/29
國家發展委員會,家庭設備普及率,"2,522",226,60,2013/10/29
國家發展委員會,"3-1 就業率及就業人口行業分配","3,388",559,,2013/10/29
國家發展委員會,"3-2 失業率及未參與勞動原因人數","2,659",315,,2013/10/29
行政院環境保護署,環保署公聽會資料,"3,234",409,,2013/10/17
教育部體育署,歷屆原住民運動會資料,"2,013",222,20,2013/10/29
教育部體育署,身心障礙國民運動會歷屆資料,"2,021",205,,2013/10/29
教育部體育署,國內高爾夫球場,"2,844",379,,2013/10/29
中央銀行,新臺幣防偽辨識,"3,466",270,,2013/10/29
中央銀行,準備貨幣,"2,100",213,20,2013/10/29
中央銀行,全體貨幣機構存款,"2,341",237,20,2013/10/29
中央銀行,全體貨幣機構放款與投資(以原始取得成本衡量),"2,377",186,,2013/10/29
中央銀行,中央銀行資產負債統計表,"153,314",496,,2013/10/29
中央銀行,全體貨幣機構資產負債統計表,"1,918",138,100,2013/10/29
中央銀行,全體金融機構資產負債統計表,"2,585",192,,2013/10/29
中央銀行,本國銀行資產負債統計表,"3,169",307,100,2013/10/29
中央銀行,外國及大陸銀行在台分行資產負債統計表,"118,913",225,100,2013/10/29
中央銀行,全體銀行存款餘額統計表（科目別）,"2,842",249,,2013/10/29
中央銀行,全體銀行存款餘額統計表（存戶行業別）,"2,448",193,,2013/10/29
中央銀行,全體銀行存款餘額統計表（存戶部門別）,"91,097",269,,2013/10/29
中央銀行,全體銀行放款餘額統計表（科目別）,"3,521",257,,2013/10/29
中央銀行,全體銀行放款餘額統計表（借戶部門別）,"1,801",149,,2013/10/29
中央銀行,全體銀行放款餘額統計表（借戶行業別）,"48,775",262,100,2013/10/29
中央銀行,全體銀行放款餘額統計表（額度別）,"2,225",142,,2013/10/29
中央銀行,全體銀行放款餘額統計表（期限別）,"2,015",136,,2013/10/29
中央銀行,消費者貸款及建築貸款餘額,"7,995",790,20,2013/10/29
中央銀行,存放款加權平均利率,"3,263",259,20,2013/10/29
中央銀行,五大銀行新承做放款金額與利率,"2,706",246,,2013/10/29
中央銀行,國際收支統計-經常帳-商品,"1,762",127,,2013/10/29
中央銀行,國際收支統計-經常帳-服務,"1,709",120,,2013/10/29
中央銀行,國際收支統計-經常帳-初次所得,"2,132",134,,2013/10/29
中央銀行,國際收支統計-經常帳-二次所得,"2,070",103,,2013/10/29
中央銀行,國際收支統計-資本帳,"2,221",115,,2013/10/29
中央銀行,國際收支統計-金融帳,"2,118",132,,2013/10/29
中央銀行,國際收支統計-金融帳-直接投資,"2,020",144,,2013/10/29
中央銀行,國際收支統計-金融帳-證券投資,"2,061",134,,2013/10/29
中央銀行,國際收支統計-金融帳-衍生金融商品,"1,981",122,,2013/10/29
中央銀行,國際收支統計-金融帳-其他投資,"2,069",115,,2013/10/29
